Place_name,Latitude,Longitude,Address,Borough,Neighborhood,Category_name
Braces and Smiles,40.722014,-73.841554,"7106 110th St (71st Ave and 110th St), Forest Hills, NY 11375",Forest Hills,Forest Hills,Hospital
The Mount Sinai Hospital,40.790388,-73.952037,"1468 Madison Ave (at E 101st St), New York, NY 10029",New York,Carnegie Hill,Hospital
At Home Solutions,40.696847,-73.836851,"11102 Jamaica Ave, Richmond Hill, NY 11418",Richmond Hill,Richmond Hill,Hospital
Interstate Vets,40.727824,-73.891876,"7108 Grand Ave, Maspeth, NY 11378",Maspeth,Maspeth,Hospital
Whittred Susan,40.582304,-73.837173,"11410 Beach Channel Dr, Rockaway Park, NY 11694",Rockaway Park,Boardwalk,Hospital
Bishop Charles Waldo MacLean Nursing Home,40.598702,-73.751402,"1711 Brookhaven Ave, Far Rockaway, NY 11691",Far Rockaway,Far Rockaway,Hospital
Great Dental Centers,40.686448,-73.824047,"11901 Liberty Ave, South Richmond Hill, NY 11419",South Richmond Hill,South Richmond Hill,Hospital
Bath Beach Medical PC,40.604981,-74.083046,"2071 Clove Rd, Staten Island, NY 10304",Staten Island,Concord,Hospital
Ophthalmology Associates of Bay Ridge,40.621301,-74.028699,"8721 4th Ave (at 88th St), Brooklyn, NY 11209",Brooklyn,Bayridge,Hospital
Gateway Ob/gyn Associates Pc,40.591346,-74.098723,"78 Cromwell Ave, Staten Island, NY 10304",Staten Island,Grand City,Hospital
Staten Island University Hospital,40.58469,-74.086432,"475 Seaview Ave (btwn Mason Ave & Father Capodanno Blvd), Staten Island, NY 10305",Staten Island,Midland Beach,Hospital
Quest Diagnostics,40.56807,-74.112595,"2627 Hylan Blvd (At Beach Ave.), Staten Island, NY 10306",Staten Island,New Dorp,Hospital
Holistic Mental Health,40.610174,-74.145238,"2460 Victory Blvd, Staten Island, NY 10314",Staten Island,Meiers Corners,Hospital
"Richmond Physical Therapy, PC",40.556249,-74.168484,"3377 Richmond Ave, Staten Island, NY 10312",Staten Island,Greenridge,Hospital
Affordable Family Dentist,40.574505,-74.122169,"2517 Amboy Rd, Staten Island, NY 10306",Staten Island,New Dorp,Hospital
Digestive Disease Associates,40.518834,-74.196786,"305 Seguine Ave, Staten Island, NY 10309",Staten Island,Prince's Bay,Hospital
CVS MinuteClinic,40.5538,-74.1929,"260 Arden Ave, Staten Island, NY 10312",Staten Island,Aspen Knolls,Hospital
Sola Dental Spa,40.546217,-74.165734,"3777 Richmond Ave, Staten Island, NY 10312",Staten Island,Annadale,Hospital
Szenkiel Grace MD,40.518283,-74.277887,"469 Cornell St, Perth Amboy, NJ 08861",Perth Amboy,Harbor Terrace,Hospital
CarePoint Health: Bayonne Medical Center,40.667959,-74.112332,"29 E 29th St (at Avenue E), Bayonne, NJ 07002",Bayonne,Centreville,Hospital
"Staten Island University Hospital, AIDS/HIV Services, Bay Street Health Center HIV Clinic",40.638669,-74.074717,"57 Bay St, Staten Island, NY 10301",Staten Island,Richmond,Hospital
Mccarthy John D Do,40.586671,-74.104101,"1776 Richmond Rd (Seaver avenue), Staten Island, NY 10306",Staten Island,Dongan Hills,Hospital
Community Chiropractic,40.673482,-73.972619,"71 8th Ave (Union), Brooklyn, NY 11217",Brooklyn,Park Slope,Hospital
Advantage Care/ Emblem Health East New York,40.675403,-73.896469,"101 Pennsylvania Ave (Atlantic Avenue), New York, NY 11207",New York,Broadway Junction,Hospital
Inner Fire Integrative Health Services,40.673482,-73.972619,"71 8th Ave, Brooklyn, NY 11217",Brooklyn,Park Slope,Hospital
Staten Island Care Center,40.640052,-74.094646,"200 Lafayette Ave, Staten Island, NY 10301",Staten Island,New Brighton,Hospital
Edward Levine,40.61378,-74.101572,"1374 Clove Rd, Staten Island, NY 10301",Staten Island,Fox Hills,Hospital
CityMD Richmond Urgent Care - Staten Island,40.594008,-74.162446,"2187 Richmond Ave, Staten Island, NY 10314",Staten Island,New Springville,Hospital
Neuroscience Associates of New York,40.613191,-74.033688,"9920 4th Ave (99th St), Brooklyn, NY 11209",Brooklyn,Fort Hamilton,Hospital
Quest Diagnostics,40.611185,-74.119104,"78 Todt Hill Rd, Staten Island, NY 10314",Staten Island,Castleton Corners,Hospital
Metropolitan Dermatology,40.6148,-74.107451,"1324 Victory Blvd, Staten Island, NY 10301",Staten Island,Castleton Corners,Hospital
Interventional Pain Management Center,40.574051,-74.121985,"2537 Amboy Rd, Staten Island, NY 10306",Staten Island,New Dorp,Hospital
University Hospice-Addeo Hospice Residence,40.581486,-74.131308,"78 Meisner Ave, Staten Island, NY 10306",Staten Island,Egbertville,Hospital
Rosenthal Deborah MD,40.584612,-74.085384,"475 Seaview Ave, Staten Island, NY 10305",Staten Island,Midland Beach,Hospital
Vision Gallery,40.573885,-74.106876,"2351 Hylan Blvd, Staten Island, NY 10306",Staten Island,New Dorp,Hospital
Fountain of Youth Rx,40.546904,-74.165864,"3733 Richmond Ave, Staten Island, NY 10312",Staten Island,Annadale,Hospital
Amboy Pediatrics,40.509381,-74.26779,"321 State St, Perth Amboy, NJ 08861",Perth Amboy,Downtown,Hospital
Staten Island University Hospital / Northwell Health,40.516911,-74.196267,"375 Seguine Ave, Staten Island, NY 10309",Staten Island,Prince's Bay,Hospital
Ballal Hebri DDS,40.556462,-74.168581,"3371 Richmond Ave, Staten Island, NY 10312",Staten Island,Greenridge,Hospital
Carteret Dental,40.584342,-74.226593,"283 Washington Ave, Carteret, NJ 07008",Carteret,Chrome,Hospital
Carteret FAS - BLS,40.582477,-74.218544,"315 Pershing Ave (Sharot Street), Carteret, NJ 07008",Carteret,Chrome,Hospital
The Healthy Body,40.583442,-74.157161,"271 Kelly Blvd, Staten Island, NY 10314",Staten Island,New Springville,Hospital
Manhattan Psychiatric Center,40.789095,-73.92965,"1 Wards Is, New York, NY 10035",New York,Spanish Harlem,Hospital
One Medical,40.741065,-74.005993,"408 W 14th St (9th Ave), New York, NY 10014",New York,Chelsea,Hospital
SPEAR Physical Therapy,40.741035,-74.001144,"269 W 16th St (8th ave), New York, NY 10011",New York,Chelsea,Hospital
West Side Gi,40.769081,-73.993689,"619 W 54th St (11th Ave.), New York, NY 10019",New York,Clinton,Hospital
Brooklyn VA Hospital Pulmonology,40.608275,-74.024432,"800 Poly Pl (7th ave), Brooklyn, NY 11209",Brooklyn,Fort Hamilton,Hospital
Family Dental Care,40.625467,-74.029999,"8301 3rd Ave, Brooklyn, NY 11209",Brooklyn,Bayridge,Hospital
Staten Island Orthopedics & Sports Medicine,40.581972,-74.110347,"2052 Richmond Rd, Staten Island, NY 10306",Staten Island,Grant City,Hospital
Cardio Vascular of Associates of S I,40.583333,-74.084896,"501 Seaview Ave, Staten Island, NY 10305",Staten Island,Midland Beach,Hospital
Person Centered Care Service,40.613205,-74.123893,"1811 Victory Blvd, Staten Island, NY 10314",Staten Island,Castleton Corners,Hospital
Elizabeth Medical Group,40.662601,-74.225875,"310 W Jersey St, Elizabeth, NJ 07202",Elizabeth,Elmora,Hospital
Mount Sinai Brooklyn,40.618675,-73.942788,"3201 Kings Hwy (at E. 32nd St.), Brooklyn, NY 11234",Brooklyn,Manhattan Terrace,Hospital
"Queens Medical Office, PC",40.693256,-73.861017,"8615 Forest Pkwy, Woodhaven, NY 11421",Woodhaven,Woodhaven,Hospital
Sheepshead Bay Nursing Home,40.585259,-73.931675,"2840 Knapp St, Brooklyn, NY 11235",Brooklyn,Plum Beach,Hospital
Vireo Health,40.718025,-73.837308,"89 Queens Blvd, #55, Forest Hills, NY 11375",Forest Hills,Forest Hills,Hospital
"Shiuann-Rong Chen, DDS",40.759696,-73.823609,"4107 Bowne St, Flushing, NY 11355",Flushing,Down Town Flushing,Hospital
Dr Bronfman's Office,40.760696,-73.824562,"40-04 Sanford Avenue, Flushing, NY 11355",Flushing,Down Town Flushing,Hospital
"NYC Health + Hospitals/Gotham Health, Belvis",40.81003,-73.915796,"545 E 142nd St, Bronx, NY 10454",Bronx,Mott Haven,Hospital
Department Of Urology,40.841377,-73.94341,"161 Fort Washington Ave, New York, NY 10032",New York,Uptown,Hospital
Rejuve Face & Body Spa,40.866615,-73.918589,"264 Sherman Ave, New York, NY 10034",New York,Inwood,Hospital
GVS @ Lincoln Medical Center,40.817533,-73.924083,"234 E 149th St (btwn Park & Morris Ave), Bronx, NY 10451",Bronx,Patterson Houses,Hospital
Sleep Disorders Center-Columbia Presbyterian,40.841324,-73.943365,"161 Fort Washington Ave, New York, NY 10032",New York,Uptown,Hospital
Bellevue Hospital Center,40.739475,-73.975453,"462 1st Ave (btwn E 26th & E 28th St), New York, NY 10016",New York,Bellevue,Hospital
Ayla Yavin Acupuncture & Herbs,40.747344,-73.991348,"135 W 29th St (7th and 6th Aves), New York, NY 10001",New York,Chelsea,Hospital
Lenox Hill Radiology,40.774888,-73.962453,"61 E 77th St (Park Ave.), New York, NY 10075",New York,Upper East Side,Hospital
Soul Dental Chelsea,40.739191,-73.999543,"200 W 15th St, New York, NY 10011",New York,Chelsea,Hospital
Weill Cornell Medical Associates,40.716823,-74.006823,"40 Worth St (btwn Church & W Broadway), New York, NY 10013",New York,City Hall Area,Hospital
Schweiger Dermatology - Second Avenue,40.763435,-73.962883,"245 E 63rd St, New York, NY 10065",New York,Lenox Hill,Hospital
Reihani Ghazal One Medical New York,40.765616,-73.96406,"171 E 65th St, New York, NY 10065",New York,Lenox Hill,Hospital
Garden Dental Arts,40.683078,-73.96658,"511 Clinton Ave, Brooklyn, NY 11238",Brooklyn,Adelphi,Hospital
One Medical,40.71672,-74.009305,"25 Hudson St, New York, NY 10013",New York,City Hall Area,Hospital
Barclays Center - Modell's Vaccination Pop-Up,40.683746,-73.97764,"140 Flatbush Ave (Atlantic Avenue), Brooklyn, NY 11217",Brooklyn,Boerum Hill,Hospital
"Stephanie Sanz, LMHC, NFB",40.707761,-73.922591,"2 Saint Nicholas Ave, Brooklyn, NY 11237",Brooklyn,Bushwick,Hospital
Spear Physical Therapy Brooklyn Williamsburg,40.719908,-73.960841,"71 N 7th St (btwn Wythe & Kent Avs), Brooklyn, NY 11249",Brooklyn,North Side,Hospital
Roccaro Gregory DVM,40.591508,-74.100645,"1564 Richmond Rd, Staten Island, NY 10304",Staten Island,Dongan Hills,Hospital
Primetime,40.574856,-74.221342,"60 High St, Carteret, NJ 07008",Carteret,Chrome,Hospital
Leung Euston MD,40.617735,-73.969756,"1266 Ocean Pkwy, Brooklyn, NY 11230",Brooklyn,Ocean Parkway,Hospital
Elmhurst Hospital Center,40.745082,-73.885837,"7901 Broadway (at 78th St.), Elmhurst, NY 11373",Elmhurst,Elmhurst,Hospital
Perfect Body Center,40.756835,-73.829971,"13336 41st Rd, Flushing, NY 11355",Flushing,Queensboro Hills,Hospital
Kingsbrook Jewish Medical Center,40.659536,-73.933889,"585 Schenectady Ave (btw Winthrop St & Rutland Rd), Brooklyn, NY 11203",Brooklyn,Wingate,Hospital
Digestive Diseases Diagnostic & Treatment Center,40.607866,-73.980172,"214 Avenue P, Brooklyn, NY 11204",Brooklyn,Bensonhurst,Hospital
Bronx Medical & Dental Plaza,40.84648,-73.885049,"817 E 180th St, Bronx, NY 10460",Bronx,East Tremont,Hospital
Pediatrics Associates,40.67602,-73.970374,"20 Plaza St E (Vanderbilt), Brooklyn, NY 11238",Brooklyn,Park Slope,Hospital
209 NYC Dental,40.759376,-73.967087,"209 E 56th St (3rd Avenue), New York, NY 10022",New York,East Side,Hospital
Americare Certified Special Services,40.577471,-73.845005,"209 Beach 125th St, Rockaway Park, NY 11694",Rockaway Park,Rockaway Beach,Hospital
Bregman Eric DVM - Cat Hospital,40.592372,-73.73974,"194 Daytona St, Atlantic Beach, NY 11509",Atlantic Beach,Far Rockaway,Hospital
Metropolitan Hospital Center,40.784861,-73.944743,"1901 1st Ave (btwn E 97th & E 99th St), New York, NY 10029",New York,Carnegie Hills,Hospital
Saint Joseph's Hospital,40.929131,-73.898814,"44 Vark St, Yonkers, NY 10701",Yonkers,Fildston,Health and Medicine
Pjg Management Services,40.86061,-73.927074,"3 Sickles St, New York, NY 10040",New York,Fort George,Health and Medicine
Isabella Geriatric Center,40.854551,-73.927369,"515 Audubon Ave, New York, NY 10040",New York,Fort George,Health and Medicine
McLean Family Practice,40.90942,-73.879322,"626 McLean Ave, Yonkers, NY 10705",Yonkers,Lincoln,Health and Medicine
Montefiore Medical Center,40.894326,-73.861066,"600 E 233rd St (Carpenter Ave.), Bronx, NY 10466",Bronx,Williamsbridge,Health and Medicine
Ent,40.852569,-73.837656,"1200 Waters Pl, Bronx, NY 10461",Bronx,Westchester,Health and Medicine
Sleep Disorders Center-Columbia Presbyterian,40.841324,-73.943365,"161 Fort Washington Ave, New York, NY 10032",New York,Uptown,Health and Medicine
Francisco E Bautista Vitie MD,40.81748,-73.924037,"234 E 149th St, Bronx, NY 10451",Bronx,Patterson Houses,Health and Medicine
Affinity Health,40.837864,-73.841546,"1379 Commerce Ave, Bronx, NY 10461",Bronx,Unionport,Health and Medicine
CityMD Mott Haven Urgent Care - Bronx,40.806869,-73.916901,"571 E 138th St, Bronx, NY 10454",Bronx,Mill Brook Houses,Health and Medicine
Russ Berrie Medical Science Pavilion,40.840405,-73.939347,"1150 Saint Nicholas Ave (at W 168th St), New York, NY 10032",New York,Uptown,Health and Medicine
Joan H. Tisch Center For Women's Health,40.777478,-73.954424,"207 E 84th St (3rd Avenue), New York, NY 10028",New York,Upper East Side,Health and Medicine
Galaxy Medical PC,40.809036,-73.937011,"68 E 131st St (Bet Park Ave And Madison avenue), New York, NY 10037",New York,Central Harlem,Health and Medicine
Calvary Hospital,40.847922,-73.844009,"1740 Eastchester Rd, Bronx, NY 10461",Bronx,Westchester,Health and Medicine
The Hebrew Home For The Aged At Riverdale,40.909988,-73.909274,"5901 Palisade Ave (at Ny Orphan Aym Rd), Bronx, NY 10471",Bronx,Fildston,Health and Medicine
Rao Prakashchandra M,40.917241,-73.859143,"955 Yonkers Ave, Yonkers, NY 10704",Yonkers,Southeast Yonkers,Health and Medicine
American Access Care of the Bronx,40.852858,-73.836922,"1200 Waters Pl, Bronx, NY 10461",Bronx,Westchester,Health and Medicine
Catholic Charities of The Archdiocese of New York,40.841682,-73.878482,"2064 Boston Rd, Bronx, NY 10460",Bronx,East Tremont,Health and Medicine
Providence Rest,40.837426,-73.817334,"3304 Waterbury Ave, Bronx, NY 10465",Bronx,Schuvilerville,Health and Medicine
Park Slope Dental Arts,40.670249,-73.978554,"506 3rd St, New York, NY 11215",New York,Park Slope,Health and Medicine
Summit Home Health Care,40.608469,-73.962369,"2000 Coney Island Ave, Brooklyn, NY 11223",Brooklyn,Gravesend,Health and Medicine
Coney Island Hospital,40.585375,-73.965497,"2601 Ocean Pkwy (at Shore Pkwy), Brooklyn, NY 11235",Brooklyn,Home Crest,Health and Medicine
Tribeca Pediatrics - Park Slope,40.669518,-73.985676,"425 5th Ave (8th Street), Brooklyn, NY 11215",Brooklyn,Park Slope,Health and Medicine
"Chiu, Gregorio Dr - Advantagecare Physicians Kings Highway Medical Office",40.604736,-73.942386,"3245 Nostrand Ave (at Avenue S), Brooklyn, NY 11229",Brooklyn,Sheepshead Bay,Health and Medicine
Planned Parenthood,40.725435,-73.993587,"26 Bleecker St (at Mott St), New York, NY 10012",New York,Downtown,Health and Medicine
Vinegar Hill Vet,40.702673,-73.991688,"57 Front St, Brooklyn, NY 11201",Brooklyn,Brooklyn Heights,Health and Medicine
Schwab Yolanda Cross Bay Medical Service s PC,40.658699,-73.840534,"15905 92nd St (159 Ave & 92nd St), Howard Beach, NY 11414",Howard Beach,Hamilton Beach,Health and Medicine
House Calls Home Care,40.677744,-73.903752,"2440 Fulton St, Brooklyn, NY 11233",Brooklyn,Broadway Junction,Health and Medicine
TRi Physical Therapy of Brooklyn,40.601592,-73.961205,"2279 Coney Island Ave, Brooklyn, NY 11223",Brooklyn,Gravesend,Health and Medicine
Maimonides Medical Center,40.639533,-73.99836,"4802 10th Ave (at W 48th St.), Brooklyn, NY 11219",Brooklyn,Kensington,Health and Medicine
Mount Sinai Brooklyn,40.618675,-73.942788,"3201 Kings Hwy (at E. 32nd St.), Brooklyn, NY 11234",Brooklyn,Manhattan Terrace,Health and Medicine
ProHealth,40.615346,-73.994314,"7122 18th Ave, Brooklyn, NY 11204",Brooklyn,Bensonhurst,Health and Medicine
Four Seasons Nursing & Rehabilitation Center,40.642782,-73.899176,"1555 Rockaway Pkwy, Brooklyn, NY 11236",Brooklyn,Canarsie,Health and Medicine
ProHEALTH Urgent Care of Sheepshead Bay,40.599901,-73.94194,"3448 Nostrand Ave, Brooklyn, NY 11229",Brooklyn,Sheepshead Bay,Health and Medicine
Bensonhurst 14th Avenue HHC Covid Testing Site,40.625588,-73.998028,"6315 14th Ave (63rd Street), New York, NY 11219",New York,Bensonhurst,Health and Medicine
Best Medical,40.610662,-73.958377,"1599 E 15th St, Brooklyn, NY 11230",Brooklyn,Manhattan Terrace,Health and Medicine
Metropolitan Vision Correction Associates,40.735688,-73.995431,"22 W 13th St (btw 5th & 6th Ave), New York, NY 10011",New York,Downtown,Health and Medicine
Avenue J Medical Center,40.627395,-73.936979,"4010 Avenue J, Brooklyn, NY 11210",Brooklyn,Flatlands,Health and Medicine
Radiology Associates,40.628985,-73.993936,"1421 57th St, Brooklyn, NY 11219",Brooklyn,Bensonhurst,Health and Medicine
Friedrich's Optik,40.762582,-73.970539,"480 Park Ave (58 & 59), New York, NY 10022",New York,East Side,Health and Medicine
West Side Gi,40.769081,-73.993689,"619 W 54th St (11th Ave.), New York, NY 10019",New York,Clinton,Health and Medicine
Ivy Rehab Physical Therapy,40.723175,-74.04859,"254 Newark Ave, Jersey City, NJ 07302",Jersey City,Battery Park City,Health and Medicine
"Robin Unger, MD",40.769741,-73.965225,"710 Park Ave, New York, NY 10021",New York,Lenox Hill,Health and Medicine
CityMD E 86th St,40.777097,-73.95052,"336 E 86th St (btwn 1st & 2nd Aves), New York, NY 10028",New York,Upper East Side,Health and Medicine
Mount Sinai Doctors - West 14th Street,40.738987,-74.001064,"226 W 14th St (btwn 7th & 8th), New York, NY 10011",New York,Chelsea,Health and Medicine
Mount Sinai Faculty Practice Associates,40.789141,-73.954262,"5 E 98th St, New York, NY 10029",New York,Carnegie Hill,Health and Medicine
An Qi Gong Tui-Na,40.759258,-73.919168,"3807 Broadway, Astoria, NY 11103",Astoria,Astoria,Health and Medicine
Mandarin Optical,40.740724,-73.879213,"8327 Broadway, Elmhurst, NY 11373",Elmhurst,Elmhurst,Health and Medicine
Queens Medical Imaging,40.721777,-73.84866,"6915 Austin St (Btw 69th Rd and Yellowstone Blvd), Forest Hills, NY 11375",Forest Hills,Forest Hills,Health and Medicine
LensCrafters at Macy's,40.734518,-73.871412,"9001 Queens Blvd, Elmhurst, NY 11373",Elmhurst,Elmhurst,Health and Medicine
"Arelys Santana, DDS - D and S DENTAL",40.750126,-73.876547,"3717 90th St, Jackson Heights, NY 11372",Jackson Heights,Elmhurst,Health and Medicine
Dr Wiechowski Office,40.713087,-73.873873,"7844 Metropolitan Ave, Middle Village, NY 11379",Middle Village,Glendale,Health and Medicine
Parker Jewish Institute,40.755545,-73.70751,"27111 76th Ave, New Hyde Park, NY 11040",New Hyde Park,Glen Oaks,Health and Medicine
Brighter Dental Center,40.725944,-73.718048,"24902 Jericho Tpke, Floral Park, NY 11001",Floral Park,Bellaire,Health and Medicine
"NewYork-Presbyterian Medical Group Queens - Bariatric Surgery, Colorectal Surgery, General Surgery",40.728911,-73.782701,"18603 Union Tpke, Fresh Meadows, NY 11366",Fresh Meadows,Hill Crest,Health and Medicine
Prestige Dental Care,40.753597,-73.823697,"4370 Kissena Blvd, Flushing, NY 11355",Flushing,Flushing,Health and Medicine
NY Med,40.721726,-73.848527,"6915 Austin St, Forest Hills, NY 11375",Forest Hills,Forest Hills,Health and Medicine
Community First Medical,40.71417,-73.781315,"87-16 Avon St, New York, NY 11432",New York,Hillside,Health and Medicine
Medisys Health Network,40.693844,-73.781349,"11120 Merrick Blvd, Jamaica, NY 11433",Jamaica,St. Albans,Health and Medicine
Steps To Success Occupatiinal Therapy,40.725896,-73.717828,"24902 Jericho Tpke, Floral Park, NY 11001",Floral Park,Bellaire,Health and Medicine
Ganz Rebecca Twerski MS,40.618821,-73.728532,"360 Central Ave, Lawrence, NY 11559",Lawrence,Far Rockaway,Health and Medicine
Americare Certified Special Services,40.577471,-73.845005,"209 Beach 125th St, Rockaway Park, NY 11694",Rockaway Park,Rockaway Beach,Health and Medicine
